session_id,session_kind,open_at,close_at,open,high,low,close,volume
XTAI:2025-07-03,regular,01:00:00Z,05:30:00Z,467.00,469.00,465.00,468.00,974000
XTAI:2025-07-04,regular,01:00:00Z,05:30:00Z,467.50,469.50,465.50,468.50,975000
XTAI:2025-07-07,regular,01:00:00Z,05:30:00Z,468.00,470.00,466.00,469.00,976000
XTAI:2025-07-08,regular,01:00:00Z,05:30:00Z,468.50,470.50,466.50,469.50,977000
XTAI:2025-07-09,regular,01:00:00Z,05:30:00Z,469.00,471.00,467.00,470.00,978000
XTAI:2025-07-10,regular,01:00:00Z,05:30:00Z,469.50,471.50,467.50,470.50,979000
XTAI:2025-07-11,regular,01:00:00Z,05:30:00Z,470.00,472.00,468.00,471.00,980000
XTAI:2025-07-14,regular,01:00:00Z,05:30:00Z,470.50,472.50,468.50,471.50,981000
XTAI:2025-07-15,regular,01:00:00Z,05:30:00Z,471.00,473.00,469.00,472.00,982000
XTAI:2025-07-16,regular,01:00:00Z,05:30:00Z,471.50,473.50,469.50,472.50,983000
XTAI:2025-07-17,regular,01:00:00Z,05:30:00Z,472.00,474.00,470.00,473.00,984000
XTAI:2025-07-18,regular,01:00:00Z,05:30:00Z,472.50,474.50,470.50,473.50,985000
XTAI:2025-07-21,regular,01:00:00Z,05:30:00Z,473.00,475.00,471.00,474.00,986000
XTAI:2025-07-22,regular,01:00:00Z,05:30:00Z,473.50,475.50,471.50,474.50,987000
XTAI:2025-07-23,regular,01:00:00Z,05:30:00Z,474.00,476.00,472.00,475.00,988000
XTAI:2025-07-24,regular,01:00:00Z,05:30:00Z,474.50,476.50,472.50,475.50,989000
XTAI:2025-07-25,regular,01:00:00Z,05:30:00Z,475.00,477.00,473.00,476.00,990000
XTAI:2025-07-28,regular,01:00:00Z,05:30:00Z,475.50,477.50,473.50,476.50,991000
XTAI:2025-07-29,regular,01:00:00Z,05:30:00Z,476.00,478.00,474.00,477.00,992000
XTAI:2025-07-30,regular,01:00:00Z,05:30:00Z,476.50,478.50,474.50,477.50,993000
XTAI:2025-07-31,regular,01:00:00Z,05:30:00Z,477.00,479.00,475.00,478.00,994000
XTAI:2025-08-01,regular,01:00:00Z,05:30:00Z,477.50,479.50,475.50,478.50,995000
XTAI:2025-08-04,regular,01:00:00Z,05:30:00Z,478.00,480.00,476.00,479.00,996000
XTAI:2025-08-05,regular,01:00:00Z,05:30:00Z,478.50,480.50,476.50,479.50,997000
XTAI:2025-08-06,regular,01:00:00Z,05:30:00Z,479.00,481.00,477.00,480.00,998000
XTAI:2025-08-07,regular,01:00:00Z,05:30:00Z,479.50,481.50,477.50,480.50,999000
XTAI:2025-08-08,regular,01:00:00Z,05:30:00Z,480.00,482.00,478.00,481.00,1000000
XTAI:2025-08-11,regular,01:00:00Z,05:30:00Z,480.50,482.50,478.50,481.50,1001000
XTAI:2025-08-12,regular,01:00:00Z,05:30:00Z,481.00,483.00,479.00,482.00,1002000
XTAI:2025-08-13,regular,01:00:00Z,05:30:00Z,481.50,483.50,479.50,482.50,1003000
XTAI:2025-08-14,regular,01:00:00Z,05:30:00Z,482.00,484.00,480.00,483.00,1004000
XTAI:2025-08-15,regular,01:00:00Z,05:30:00Z,482.50,484.50,480.50,483.50,1005000
XTAI:2025-08-18,regular,01:00:00Z,05:30:00Z,483.00,485.00,481.00,484.00,1006000
XTAI:2025-08-19,regular,01:00:00Z,05:30:00Z,483.50,485.50,481.50,484.50,1007000
XTAI:2025-08-20,regular,01:00:00Z,05:30:00Z,484.00,486.00,482.00,485.00,1008000
XTAI:2025-08-21,regular,01:00:00Z,05:30:00Z,484.50,486.50,482.50,485.50,1009000
XTAI:2025-08-22,regular,01:00:00Z,05:30:00Z,485.00,487.00,483.00,486.00,1010000
XTAI:2025-08-25,regular,01:00:00Z,05:30:00Z,485.50,487.50,483.50,486.50,1011000
XTAI:2025-08-26,regular,01:00:00Z,05:30:00Z,486.00,488.00,484.00,487.00,1012000
XTAI:2025-08-27,regular,01:00:00Z,05:30:00Z,486.50,488.50,484.50,487.50,1013000
XTAI:2025-08-28,regular,01:00:00Z,05:30:00Z,487.00,489.00,485.00,488.00,1014000
XTAI:2025-08-29,regular,01:00:00Z,05:30:00Z,487.50,489.50,485.50,488.50,1015000
XTAI:2025-09-01,regular,01:00:00Z,05:30:00Z,488.00,490.00,486.00,489.00,1016000
XTAI:2025-09-02,regular,01:00:00Z,05:30:00Z,488.50,490.50,486.50,489.50,1017000
XTAI:2025-09-03,regular,01:00:00Z,05:30:00Z,489.00,491.00,487.00,490.00,1018000
XTAI:2025-09-04,regular,01:00:00Z,05:30:00Z,489.50,491.50,487.50,490.50,1019000
XTAI:2025-09-05,regular,01:00:00Z,05:30:00Z,490.00,492.00,488.00,491.00,1020000
XTAI:2025-09-08,regular,01:00:00Z,05:30:00Z,490.50,492.50,488.50,491.50,1021000
XTAI:2025-09-09,regular,01:00:00Z,05:30:00Z,491.00,493.00,489.00,492.00,1022000
XTAI:2025-09-10,regular,01:00:00Z,05:30:00Z,491.50,493.50,489.50,492.50,1023000
XTAI:2025-09-11,regular,01:00:00Z,05:30:00Z,492.00,494.00,490.00,493.00,1024000
XTAI:2025-09-12,regular,01:00:00Z,05:30:00Z,492.50,494.50,490.50,493.50,1025000
XTAI:2025-09-15,regular,01:00:00Z,05:30:00Z,493.00,495.00,491.00,494.00,1026000
XTAI:2025-09-16,regular,01:00:00Z,05:30:00Z,493.50,495.50,491.50,494.50,1027000
XTAI:2025-09-17,regular,01:00:00Z,05:30:00Z,494.00,496.00,492.00,495.00,1028000
XTAI:2025-09-18,regular,01:00:00Z,05:30:00Z,494.50,496.50,492.50,495.50,1029000
XTAI:2025-09-19,regular,01:00:00Z,05:30:00Z,495.00,497.00,493.00,496.00,1030000
XTAI:2025-09-22,regular,01:00:00Z,05:30:00Z,495.50,497.50,493.50,496.50,1031000
XTAI:2025-09-23,regular,01:00:00Z,05:30:00Z,496.00,498.00,494.00,497.00,1032000
XTAI:2025-09-24,regular,01:00:00Z,05:30:00Z,496.50,498.50,494.50,497.50,1033000
XTAI:2025-09-25,regular,01:00:00Z,05:30:00Z,497.00,499.00,495.00,498.00,1034000
XTAI:2025-09-26,regular,01:00:00Z,05:30:00Z,497.50,499.50,495.50,498.50,1035000
XTAI:2025-09-29,regular,01:00:00Z,05:30:00Z,498.00,500.00,496.00,499.00,1036000
XTAI:2025-09-30,regular,01:00:00Z,05:30:00Z,498.50,500.50,496.50,499.50,1037000
XTAI:2025-10-01,regular,01:00:00Z,05:30:00Z,499.00,501.00,497.00,500.00,1038000
XTAI:2025-10-02,regular,01:00:00Z,05:30:00Z,499.50,501.50,497.50,500.50,1039000
XTAI:2025-10-03,regular,01:00:00Z,05:30:00Z,500.00,502.00,498.00,501.00,1040000
XTAI:2025-10-07,regular,01:00:00Z,05:30:00Z,500.50,502.50,498.50,501.50,1041000
XTAI:2025-10-08,regular,01:00:00Z,05:30:00Z,501.00,503.00,499.00,502.00,1042000
XTAI:2025-10-09,regular,01:00:00Z,05:30:00Z,501.50,503.50,499.50,502.50,1043000
XTAI:2025-10-13,regular,01:00:00Z,05:30:00Z,502.00,504.00,500.00,503.00,1044000
XTAI:2025-10-14,regular,01:00:00Z,05:30:00Z,502.50,504.50,500.50,503.50,1045000
XTAI:2025-10-15,regular,01:00:00Z,05:30:00Z,503.00,505.00,501.00,504.00,1046000
XTAI:2025-10-16,regular,01:00:00Z,05:30:00Z,503.50,505.50,501.50,504.50,1047000
XTAI:2025-10-17,regular,01:00:00Z,05:30:00Z,504.00,506.00,502.00,505.00,1048000
XTAI:2025-10-20,regular,01:00:00Z,05:30:00Z,504.50,506.50,502.50,505.50,1049000
XTAI:2025-10-21,regular,01:00:00Z,05:30:00Z,505.00,507.00,503.00,506.00,1050000
XTAI:2025-10-22,regular,01:00:00Z,05:30:00Z,505.50,507.50,503.50,506.50,1051000
XTAI:2025-10-23,regular,01:00:00Z,05:30:00Z,506.00,508.00,504.00,507.00,1052000
XTAI:2025-10-24,regular,01:00:00Z,05:30:00Z,506.50,508.50,504.50,507.50,1053000
XTAI:2025-10-27,regular,01:00:00Z,05:30:00Z,507.00,509.00,505.00,508.00,1054000
XTAI:2025-10-28,regular,01:00:00Z,05:30:00Z,507.50,509.50,505.50,508.50,1055000
XTAI:2025-10-29,regular,01:00:00Z,05:30:00Z,508.00,510.00,506.00,509.00,1056000
XTAI:2025-10-30,regular,01:00:00Z,05:30:00Z,508.50,510.50,506.50,509.50,1057000
XTAI:2025-10-31,regular,01:00:00Z,05:30:00Z,509.00,511.00,507.00,510.00,1058000
XTAI:2025-11-03,regular,01:00:00Z,05:30:00Z,509.50,511.50,507.50,510.50,1059000
XTAI:2025-11-04,regular,01:00:00Z,05:30:00Z,510.00,512.00,508.00,511.00,1060000
XTAI:2025-11-05,regular,01:00:00Z,05:30:00Z,510.50,512.50,508.50,511.50,1061000
XTAI:2025-11-06,regular,01:00:00Z,05:30:00Z,511.00,513.00,509.00,512.00,1062000
XTAI:2025-11-07,regular,01:00:00Z,05:30:00Z,511.50,513.50,509.50,512.50,1063000
XTAI:2025-11-10,regular,01:00:00Z,05:30:00Z,512.00,514.00,510.00,513.00,1064000
XTAI:2025-11-11,regular,01:00:00Z,05:30:00Z,512.50,514.50,510.50,513.50,1065000
XTAI:2025-11-12,regular,01:00:00Z,05:30:00Z,513.00,515.00,511.00,514.00,1066000
XTAI:2025-11-13,regular,01:00:00Z,05:30:00Z,513.50,515.50,511.50,514.50,1067000
XTAI:2025-11-14,regular,01:00:00Z,05:30:00Z,514.00,516.00,512.00,515.00,1068000
XTAI:2025-11-17,regular,01:00:00Z,05:30:00Z,514.50,516.50,512.50,515.50,1069000
XTAI:2025-11-18,regular,01:00:00Z,05:30:00Z,515.00,517.00,513.00,516.00,1070000
XTAI:2025-11-19,regular,01:00:00Z,05:30:00Z,515.50,517.50,513.50,516.50,1071000
XTAI:2025-11-20,regular,01:00:00Z,05:30:00Z,516.00,518.00,514.00,517.00,1072000
XTAI:2025-11-21,regular,01:00:00Z,05:30:00Z,516.50,518.50,514.50,517.50,1073000
XTAI:2025-11-24,regular,01:00:00Z,05:30:00Z,517.00,519.00,515.00,518.00,1074000
XTAI:2025-11-25,regular,01:00:00Z,05:30:00Z,517.50,519.50,515.50,518.50,1075000
XTAI:2025-11-26,regular,01:00:00Z,05:30:00Z,518.00,520.00,516.00,519.00,1076000
XTAI:2025-11-27,regular,01:00:00Z,05:30:00Z,518.50,520.50,516.50,519.50,1077000
XTAI:2025-11-28,regular,01:00:00Z,05:30:00Z,519.00,521.00,517.00,520.00,1078000
XTAI:2025-12-01,regular,01:00:00Z,05:30:00Z,519.50,521.50,517.50,520.50,1079000
XTAI:2025-12-02,regular,01:00:00Z,05:30:00Z,520.00,522.00,518.00,521.00,1080000
XTAI:2025-12-03,regular,01:00:00Z,05:30:00Z,520.50,522.50,518.50,521.50,1081000
XTAI:2025-12-04,regular,01:00:00Z,05:30:00Z,521.00,523.00,519.00,522.00,1082000
XTAI:2025-12-05,regular,01:00:00Z,05:30:00Z,521.50,523.50,519.50,522.50,1083000
XTAI:2025-12-08,regular,01:00:00Z,05:30:00Z,522.00,524.00,520.00,523.00,1084000
XTAI:2025-12-09,regular,01:00:00Z,05:30:00Z,522.50,524.50,520.50,523.50,1085000
XTAI:2025-12-10,regular,01:00:00Z,05:30:00Z,523.00,525.00,521.00,524.00,1086000
XTAI:2025-12-11,regular,01:00:00Z,05:30:00Z,523.50,525.50,521.50,524.50,1087000
XTAI:2025-12-12,regular,01:00:00Z,05:30:00Z,524.00,526.00,522.00,525.00,1088000
XTAI:2025-12-15,regular,01:00:00Z,05:30:00Z,524.50,526.50,522.50,525.50,1089000
XTAI:2025-12-16,regular,01:00:00Z,05:30:00Z,525.00,527.00,523.00,526.00,1090000
XTAI:2025-12-17,regular,01:00:00Z,05:30:00Z,525.50,527.50,523.50,526.50,1091000
XTAI:2025-12-18,regular,01:00:00Z,05:30:00Z,526.00,528.00,524.00,527.00,1092000
XTAI:2025-12-19,regular,01:00:00Z,05:30:00Z,526.50,528.50,524.50,527.50,1093000
XTAI:2025-12-22,regular,01:00:00Z,05:30:00Z,527.00,529.00,525.00,528.00,1094000
XTAI:2025-12-23,regular,01:00:00Z,05:30:00Z,527.50,529.50,525.50,528.50,1095000
XTAI:2025-12-24,regular,01:00:00Z,05:30:00Z,528.00,530.00,526.00,529.00,1096000
XTAI:2025-12-25,regular,01:00:00Z,05:30:00Z,528.50,530.50,526.50,529.50,1097000
XTAI:2025-12-26,regular,01:00:00Z,05:30:00Z,529.00,531.00,527.00,530.00,1098000
XTAI:2025-12-29,regular,01:00:00Z,05:30:00Z,529.50,531.50,527.50,530.50,1099000
XTAI:2025-12-30,regular,01:00:00Z,05:30:00Z,530.00,532.00,528.00,531.00,1100000
XTAI:2025-12-31,half_day,01:00:00Z,03:30:00Z,530.50,532.50,528.50,531.50,1101000
XTAI:2026-01-02,regular,01:00:00Z,05:30:00Z,531.00,533.00,529.00,532.00,1102000
XTAI:2026-01-05,regular,01:00:00Z,05:30:00Z,531.50,533.50,529.50,532.50,1103000
XTAI:2026-01-06,regular,01:00:00Z,05:30:00Z,532.00,534.00,530.00,533.00,1104000
XTAI:2026-01-07,regular,01:00:00Z,05:30:00Z,532.50,534.50,530.50,533.50,1105000
XTAI:2026-01-08,regular,01:00:00Z,05:30:00Z,533.00,535.00,531.00,534.00,1106000
XTAI:2026-01-09,regular,01:00:00Z,05:30:00Z,533.50,535.50,531.50,534.50,1107000
XTAI:2026-01-12,regular,01:00:00Z,05:30:00Z,534.00,536.00,532.00,535.00,1108000
XTAI:2026-01-13,regular,01:00:00Z,05:30:00Z,534.50,536.50,532.50,535.50,1109000
XTAI:2026-01-14,regular,01:00:00Z,05:30:00Z,535.00,537.00,533.00,536.00,1110000
XTAI:2026-01-15,regular,01:00:00Z,05:30:00Z,535.50,537.50,533.50,536.50,1111000
XTAI:2026-01-16,regular,01:00:00Z,05:30:00Z,536.00,538.00,534.00,537.00,1112000
XTAI:2026-01-19,regular,01:00:00Z,05:30:00Z,536.50,538.50,534.50,537.50,1113000
XTAI:2026-01-20,regular,01:00:00Z,05:30:00Z,537.00,539.00,535.00,538.00,1114000
XTAI:2026-01-21,regular,01:00:00Z,05:30:00Z,537.50,539.50,535.50,538.50,1115000
XTAI:2026-01-22,regular,01:00:00Z,05:30:00Z,538.00,540.00,536.00,539.00,1116000
XTAI:2026-01-23,regular,01:00:00Z,05:30:00Z,538.50,540.50,536.50,539.50,1117000
XTAI:2026-01-26,regular,01:00:00Z,05:30:00Z,539.00,541.00,537.00,540.00,1118000
XTAI:2026-01-27,regular,01:00:00Z,05:30:00Z,539.50,541.50,537.50,540.50,1119000
XTAI:2026-01-28,regular,01:00:00Z,05:30:00Z,540.00,542.00,538.00,541.00,1120000
XTAI:2026-01-29,regular,01:00:00Z,05:30:00Z,540.50,542.50,538.50,541.50,1121000
XTAI:2026-01-30,regular,01:00:00Z,05:30:00Z,541.00,543.00,539.00,542.00,1122000
XTAI:2026-02-02,regular,01:00:00Z,05:30:00Z,541.50,543.50,539.50,542.50,1123000
XTAI:2026-02-03,regular,01:00:00Z,05:30:00Z,542.00,544.00,540.00,543.00,1124000
XTAI:2026-02-04,regular,01:00:00Z,05:30:00Z,542.50,544.50,540.50,543.50,1125000
XTAI:2026-02-05,regular,01:00:00Z,05:30:00Z,543.00,545.00,541.00,544.00,1126000
XTAI:2026-02-06,regular,01:00:00Z,05:30:00Z,543.50,545.50,541.50,544.50,1127000
XTAI:2026-02-09,regular,01:00:00Z,05:30:00Z,544.00,546.00,542.00,545.00,1128000
XTAI:2026-02-10,regular,01:00:00Z,05:30:00Z,544.50,546.50,542.50,545.50,1129000
XTAI:2026-02-11,regular,01:00:00Z,05:30:00Z,545.00,547.00,543.00,546.00,1130000
XTAI:2026-02-12,regular,01:00:00Z,05:30:00Z,545.50,547.50,543.50,546.50,1131000
XTAI:2026-02-13,regular,01:00:00Z,05:30:00Z,546.00,548.00,544.00,547.00,1132000
XTAI:2026-02-23,regular,01:00:00Z,05:30:00Z,546.50,548.50,544.50,547.50,1133000
XTAI:2026-02-24,regular,01:00:00Z,05:30:00Z,547.00,549.00,545.00,548.00,1134000
XTAI:2026-02-25,regular,01:00:00Z,05:30:00Z,547.50,549.50,545.50,548.50,1135000
XTAI:2026-02-26,regular,01:00:00Z,05:30:00Z,548.00,550.00,546.00,549.00,1136000
XTAI:2026-02-27,regular,01:00:00Z,05:30:00Z,548.50,550.50,546.50,549.50,1137000
XTAI:2026-03-02,regular,01:00:00Z,05:30:00Z,549.00,551.00,547.00,550.00,1138000
XTAI:2026-03-03,regular,01:00:00Z,05:30:00Z,549.50,551.50,547.50,550.50,1139000
XTAI:2026-03-04,regular,01:00:00Z,05:30:00Z,550.00,552.00,548.00,551.00,1140000
XTAI:2026-03-05,regular,01:00:00Z,05:30:00Z,550.50,552.50,548.50,551.50,1141000
XTAI:2026-03-06,regular,01:00:00Z,05:30:00Z,551.00,553.00,549.00,552.00,1142000
XTAI:2026-03-09,regular,01:00:00Z,05:30:00Z,551.50,553.50,549.50,552.50,1143000
XTAI:2026-03-10,regular,01:00:00Z,05:30:00Z,552.00,554.00,550.00,553.00,1144000
XTAI:2026-03-11,regular,01:00:00Z,05:30:00Z,552.50,554.50,550.50,553.50,1145000
XTAI:2026-03-12,regular,01:00:00Z,05:30:00Z,553.00,555.00,551.00,554.00,1146000
XTAI:2026-03-13,regular,01:00:00Z,05:30:00Z,553.50,555.50,551.50,554.50,1147000
XTAI:2026-03-16,regular,01:00:00Z,05:30:00Z,554.00,556.00,552.00,555.00,1148000
XTAI:2026-03-17,regular,01:00:00Z,05:30:00Z,554.50,556.50,552.50,555.50,1149000
XTAI:2026-03-18,regular,01:00:00Z,05:30:00Z,555.00,557.00,553.00,556.00,1150000
XTAI:2026-03-19,regular,01:00:00Z,05:30:00Z,555.50,557.50,553.50,556.50,1151000
XTAI:2026-03-20,regular,01:00:00Z,05:30:00Z,556.00,558.00,554.00,557.00,1152000
XTAI:2026-03-23,regular,01:00:00Z,05:30:00Z,556.50,558.50,554.50,557.50,1153000
XTAI:2026-03-24,regular,01:00:00Z,05:30:00Z,557.00,559.00,555.00,558.00,1154000
XTAI:2026-03-25,regular,01:00:00Z,05:30:00Z,557.50,559.50,555.50,558.50,1155000
XTAI:2026-03-26,regular,01:00:00Z,05:30:00Z,558.00,560.00,556.00,559.00,1156000
XTAI:2026-03-27,regular,01:00:00Z,05:30:00Z,558.50,560.50,556.50,559.50,1157000
XTAI:2026-03-30,regular,01:00:00Z,05:30:00Z,559.00,561.00,557.00,560.00,1158000
XTAI:2026-03-31,regular,01:00:00Z,05:30:00Z,559.50,561.50,557.50,560.50,1159000
XTAI:2026-04-01,regular,01:00:00Z,05:30:00Z,560.00,562.00,558.00,561.00,1160000
XTAI:2026-04-02,regular,01:00:00Z,05:30:00Z,560.50,562.50,558.50,561.50,1161000
XTAI:2026-04-03,regular,01:00:00Z,05:30:00Z,561.00,563.00,559.00,562.00,1162000
XTAI:2026-04-07,regular,01:00:00Z,05:30:00Z,561.50,563.50,559.50,562.50,1163000
XTAI:2026-04-08,regular,01:00:00Z,05:30:00Z,562.00,564.00,560.00,563.00,1164000
XTAI:2026-04-09,regular,01:00:00Z,05:30:00Z,562.50,564.50,560.50,563.50,1165000
XTAI:2026-04-10,regular,01:00:00Z,05:30:00Z,563.00,565.00,561.00,564.00,1166000
XTAI:2026-04-13,regular,01:00:00Z,05:30:00Z,563.50,565.50,561.50,564.50,1167000
XTAI:2026-04-14,regular,01:00:00Z,05:30:00Z,564.00,566.00,562.00,565.00,1168000
XTAI:2026-04-15,regular,01:00:00Z,05:30:00Z,564.50,566.50,562.50,565.50,1169000
XTAI:2026-04-16,regular,01:00:00Z,05:30:00Z,565.00,567.00,563.00,566.00,1170000
XTAI:2026-04-17,regular,01:00:00Z,05:30:00Z,565.50,567.50,563.50,566.50,1171000
XTAI:2026-04-20,regular,01:00:00Z,05:30:00Z,566.00,568.00,564.00,567.00,1172000
XTAI:2026-04-21,regular,01:00:00Z,05:30:00Z,566.50,568.50,564.50,567.50,1173000
XTAI:2026-04-22,regular,01:00:00Z,05:30:00Z,567.00,569.00,565.00,568.00,1174000
XTAI:2026-04-23,regular,01:00:00Z,05:30:00Z,567.50,569.50,565.50,568.50,1175000
XTAI:2026-04-24,regular,01:00:00Z,05:30:00Z,568.00,570.00,566.00,569.00,1176000
XTAI:2026-04-27,regular,01:00:00Z,05:30:00Z,568.50,570.50,566.50,569.50,1177000
XTAI:2026-04-28,regular,01:00:00Z,05:30:00Z,569.00,571.00,567.00,570.00,1178000
XTAI:2026-04-29,regular,01:00:00Z,05:30:00Z,569.50,571.50,567.50,570.50,1179000
XTAI:2026-04-30,regular,01:00:00Z,05:30:00Z,570.00,572.00,568.00,571.00,1180000
XTAI:2026-05-04,regular,01:00:00Z,05:30:00Z,570.50,572.50,568.50,571.50,1181000
XTAI:2026-05-05,regular,01:00:00Z,05:30:00Z,571.00,573.00,569.00,572.00,1182000
XTAI:2026-05-06,regular,01:00:00Z,05:30:00Z,571.50,573.50,569.50,572.50,1183000
XTAI:2026-05-07,regular,01:00:00Z,05:30:00Z,572.00,574.00,570.00,573.00,1184000
XTAI:2026-05-08,regular,01:00:00Z,05:30:00Z,572.50,574.50,570.50,573.50,1185000
XTAI:2026-05-11,regular,01:00:00Z,05:30:00Z,573.00,575.00,571.00,574.00,1186000
XTAI:2026-05-12,regular,01:00:00Z,05:30:00Z,573.50,575.50,571.50,574.50,1187000
XTAI:2026-05-13,regular,01:00:00Z,05:30:00Z,574.00,576.00,572.00,575.00,1188000
XTAI:2026-05-14,regular,01:00:00Z,05:30:00Z,574.50,576.50,572.50,575.50,1189000
XTAI:2026-05-15,regular,01:00:00Z,05:30:00Z,575.00,577.00,573.00,576.00,1190000
XTAI:2026-05-18,regular,01:00:00Z,05:30:00Z,575.50,577.50,573.50,576.50,1191000
XTAI:2026-05-19,regular,01:00:00Z,05:30:00Z,576.00,578.00,574.00,577.00,1192000
XTAI:2026-05-20,regular,01:00:00Z,05:30:00Z,576.50,578.50,574.50,577.50,1193000
XTAI:2026-05-21,regular,01:00:00Z,05:30:00Z,577.00,579.00,575.00,578.00,1194000
XTAI:2026-05-22,regular,01:00:00Z,05:30:00Z,577.50,579.50,575.50,578.50,1195000
XTAI:2026-05-25,regular,01:00:00Z,05:30:00Z,578.00,580.00,576.00,579.00,1196000
XTAI:2026-05-26,regular,01:00:00Z,05:30:00Z,578.50,580.50,576.50,579.50,1197000
XTAI:2026-05-27,regular,01:00:00Z,05:30:00Z,579.00,581.00,577.00,580.00,1198000
XTAI:2026-05-28,regular,01:00:00Z,05:30:00Z,579.50,581.50,577.50,580.50,1199000
XTAI:2026-05-29,regular,01:00:00Z,05:30:00Z,580.00,582.00,578.00,581.00,1200000
XTAI:2026-06-01,regular,01:00:00Z,05:30:00Z,580.50,582.50,578.50,581.50,1201000
XTAI:2026-06-02,regular,01:00:00Z,05:30:00Z,581.00,583.00,579.00,582.00,1202000
XTAI:2026-06-03,regular,01:00:00Z,05:30:00Z,581.50,583.50,579.50,582.50,1203000
XTAI:2026-06-04,regular,01:00:00Z,05:30:00Z,582.00,584.00,580.00,583.00,1204000
XTAI:2026-06-05,regular,01:00:00Z,05:30:00Z,582.50,584.50,580.50,583.50,1205000
XTAI:2026-06-08,regular,01:00:00Z,05:30:00Z,583.00,585.00,581.00,584.00,1206000
XTAI:2026-06-09,regular,01:00:00Z,05:30:00Z,583.50,585.50,581.50,584.50,1207000
XTAI:2026-06-10,regular,01:00:00Z,05:30:00Z,584.00,586.00,582.00,585.00,1208000
XTAI:2026-06-11,regular,01:00:00Z,05:30:00Z,584.50,586.50,582.50,585.50,1209000
XTAI:2026-06-12,regular,01:00:00Z,05:30:00Z,585.00,587.00,583.00,586.00,1210000
XTAI:2026-06-15,regular,01:00:00Z,05:30:00Z,585.50,587.50,583.50,586.50,1211000
XTAI:2026-06-16,regular,01:00:00Z,05:30:00Z,586.00,588.00,584.00,587.00,1212000
XTAI:2026-06-17,regular,01:00:00Z,05:30:00Z,586.50,588.50,584.50,587.50,1213000
XTAI:2026-06-18,regular,01:00:00Z,05:30:00Z,587.00,589.00,585.00,588.00,1214000
XTAI:2026-06-22,regular,01:00:00Z,05:30:00Z,587.50,589.50,585.50,588.50,1215000
XTAI:2026-06-23,regular,01:00:00Z,05:30:00Z,588.00,590.00,586.00,589.00,1216000
XTAI:2026-06-24,regular,01:00:00Z,05:30:00Z,588.50,590.50,586.50,589.50,1217000
XTAI:2026-06-25,regular,01:00:00Z,05:30:00Z,589.00,591.00,587.00,590.00,1218000
XTAI:2026-06-26,regular,01:00:00Z,05:30:00Z,589.50,591.50,587.50,590.50,1219000
XTAI:2026-06-29,regular,01:00:00Z,05:30:00Z,590.00,592.00,588.00,591.00,1220000
XTAI:2026-06-30,regular,01:00:00Z,05:30:00Z,590.50,592.50,588.50,591.50,1221000
XTAI:2026-07-01,regular,01:00:00Z,05:30:00Z,591.00,593.00,589.00,592.00,1222000
XTAI:2026-07-02,regular,01:00:00Z,05:30:00Z,591.50,593.50,589.50,592.50,1223000
XTAI:2026-07-03,regular,01:00:00Z,05:30:00Z,592.00,594.00,590.00,593.00,1224000
XTAI:2026-07-06,regular,01:00:00Z,05:30:00Z,592.50,594.50,590.50,593.50,1225000
XTAI:2026-07-07,regular,01:00:00Z,05:30:00Z,593.00,595.00,591.00,594.00,1226000
